Date;Open;High;Low;Close;Volume
2019.08.21;7723.10;7734.40;7705.90;7725.10;2463
2019.08.21;7724.90;7738.90;7724.90;7738.10;1516
2019.08.21;7738.20;7739.20;7720.90;7723.90;1474
2019.08.21;7723.70;7724.70;7712.70;7718.70;1400
2019.08.21;7717.90;7725.40;7712.70;7722.40;1324
2019.08.21;7722.30;7727.10;7720.30;7725.70;1245
2019.08.21;7725.60;7731.20;7724.10;7726.40;1199
2019.08.21;7726.20;7734.40;7722.80;7731.70;1262
2019.08.21;7730.30;7740.80;7729.60;7740.80;658
2019.08.21;7742.10;7747.80;7741.60;7745.80;406
2019.08.21;7745.70;7749.20;7743.80;7747.20;319
2019.08.22;7746.90;7750.90;7745.20;7750.80;271
2019.08.22;7750.90;7772.20;7750.90;7765.20;751
2019.08.22;7765.40;7766.90;7760.80;7761.70;316
2019.08.22;7762.20;7763.20;7760.40;7762.20;236
2019.08.22;7762.30;7767.40;7761.60;7765.20;301
2019.08.22;7765.40;7767.20;7763.90;7765.20;197
2019.08.22;7765.40;7765.90;7762.20;7763.70;218
2019.08.22;7763.20;7763.80;7759.20;7760.40;410
2019.08.22;7760.70;7764.20;7754.70;7756.40;1000
2019.08.22;7756.30;7756.30;7745.80;7746.60;697
2019.08.22;7746.80;7753.30;7745.80;7752.70;729
2019.08.22;7752.60;7754.60;7751.10;7752.30;522
2019.08.22;7752.10;7756.70;7749.80;7755.80;498
2019.08.22;7755.90;7755.90;7750.60;7751.10;610
2019.08.22;7750.70;7755.10;7747.20;7747.20;929
2019.08.22;7747.10;7747.10;7732.40;7732.60;1559
2019.08.22;7732.70;7734.30;7726.10;7730.80;1194
2019.08.22;7730.90;7736.30;7730.30;7734.10;794
2019.08.22;7733.90;7733.90;7728.10;7732.20;787
2019.08.22;7732.10;7732.90;7725.70;7725.80;728
2019.08.22;7724.90;7730.60;7721.60;7722.40;899
2019.08.22;7722.30;7727.10;7721.70;7726.30;612
2019.08.22;7726.60;7729.40;7724.30;7727.40;403
2019.08.22;7727.30;7728.80;7724.80;7725.10;337
2019.08.22;7724.90;7731.80;7724.60;7731.60;372
2019.08.22;7731.40;7732.20;7728.20;7728.80;298
2019.08.22;7728.70;7729.80;7727.10;7728.10;275
2019.08.22;7728.60;7732.90;7727.70;7732.60;286
2019.08.22;7732.70;7733.80;7727.10;7727.80;508
2019.08.22;7727.70;7728.30;7720.70;7721.10;549
2019.08.22;7720.90;7722.80;7716.60;7717.80;607
2019.08.22;7717.70;7726.10;7717.30;7725.70;608
2019.08.22;7726.10;7727.70;7722.70;7726.30;734
2019.08.22;7725.90;7726.10;7715.90;7720.20;805
2019.08.22;7719.90;7725.30;7718.90;7725.30;469
2019.08.22;7725.10;7729.90;7722.90;7728.90;505
2019.08.22;7729.10;7731.30;7718.90;7722.20;1344
2019.08.22;7722.80;7749.90;7722.60;7740.40;1817
2019.08.22;7739.30;7754.40;7736.90;7748.20;1837
2019.08.22;7748.60;7751.40;7741.20;7746.10;1021
2019.08.22;7745.90;7748.90;7737.30;7743.30;1289
2019.08.22;7743.40;7744.30;7723.30;7723.80;1135
2019.08.22;7723.30;7725.90;7712.80;7720.20;1341
2019.08.22;7720.30;7726.60;7718.10;7725.60;910
2019.08.22;7725.40;7726.40;7715.60;7720.10;990
2019.08.22;7720.20;7720.70;7701.60;7703.80;1183
2019.08.22;7703.70;7706.90;7701.90;7702.80;1180
2019.08.22;7702.30;7709.60;7697.70;7707.80;1322
2019.08.22;7707.90;7715.90;7706.70;7715.60;973
2019.08.22;7715.80;7721.80;7715.60;7719.30;877
2019.08.22;7719.10;7723.60;7716.60;7717.30;875
2019.08.22;7717.20;7720.90;7715.20;7718.10;792
2019.08.22;7717.90;7723.30;7716.20;7718.80;940
2019.08.22;7718.60;7739.10;7718.60;7737.40;1089
2019.08.22;7737.30;7747.10;7735.10;7746.10;1426
2019.08.22;7746.30;7752.30;7745.20;7749.20;1136
2019.08.22;7749.10;7753.20;7747.30;7749.90;994
2019.08.22;7749.80;7751.90;7742.70;7748.40;905
2019.08.22;7748.60;7749.30;7743.20;7743.70;888
2019.08.22;7743.60;7762.10;7742.10;7754.60;1465
2019.08.22;7754.70;7756.20;7748.90;7749.90;1036
2019.08.22;7750.10;7752.20;7740.90;7744.30;1044
2019.08.22;7742.80;7764.30;7742.30;7759.90;2923
2019.08.22;7759.60;7761.20;7746.10;7754.60;2603
2019.08.22;7755.10;7755.40;7724.10;7725.30;2304
2019.08.22;7724.80;7730.60;7695.70;7702.20;2497
2019.08.22;7701.80;7701.80;7648.10;7658.90;3259
2019.08.22;7659.60;7669.10;7646.20;7651.80;2893
2019.08.22;7651.90;7682.10;7649.90;7677.10;2778
2019.08.22;7677.30;7686.60;7674.10;7675.60;1995
2019.08.22;7675.80;7693.10;7673.30;7687.20;2165
2019.08.22;7687.40;7689.80;7674.80;7675.60;1717
2019.08.22;7675.80;7696.60;7674.80;7693.20;1592
2019.08.22;7693.10;7698.10;7690.60;7691.80;1177
2019.08.22;7692.10;7699.30;7685.30;7698.20;1334
2019.08.22;7698.10;7703.60;7693.20;7693.20;1315
2019.08.22;7693.10;7704.40;7692.90;7703.80;1162
2019.08.22;7703.30;7720.10;7701.40;7714.80;1405
2019.08.22;7714.90;7722.10;7711.60;7719.80;1032
2019.08.22;7719.90;7720.80;7712.10;7714.10;1067
2019.08.22;7714.20;7719.30;7705.60;7709.10;1200
2019.08.22;7709.20;7710.80;7704.10;7705.20;967
2019.08.22;7705.30;7720.20;7704.30;7719.30;1006
2019.08.22;7719.60;7727.80;7719.60;7724.60;1337
2019.08.22;7725.60;7726.60;7707.60;7711.60;1313
2019.08.22;7711.80;7716.60;7705.10;7714.10;1477
2019.08.22;7713.80;7724.10;7712.80;7722.60;1331
2019.08.22;7722.80;7735.10;7702.80;7708.60;1620
2019.08.22;7705.30;7709.20;7698.10;7703.30;1359
2019.08.22;7701.90;7704.30;7695.80;7696.70;346
2019.08.22;7696.90;7698.70;7696.80;7698.30;196
2019.08.23;7706.00;7709.50;7705.00;7707.60;311
2019.08.23;7707.50;7710.70;7707.10;7707.40;176
2019.08.23;7707.60;7710.00;7707.50;7709.40;113
2019.08.23;7709.60;7709.70;7704.10;7704.40;178
2019.08.23;7704.60;7706.60;7703.40;7703.60;171
2019.08.23;7704.60;7706.20;7699.40;7701.00;155
2019.08.23;7699.40;7704.40;7694.60;7701.10;374
2019.08.23;7701.20;7706.60;7701.20;7704.20;322
2019.08.23;7703.10;7712.60;7699.90;7710.20;1017
2019.08.23;7710.50;7720.50;7710.50;7718.40;828
2019.08.23;7718.70;7720.40;7717.20;7720.10;557
2019.08.23;7720.00;7723.50;7718.40;7721.10;565
2019.08.23;7721.20;7727.40;7720.10;7722.10;678
2019.08.23;7722.00;7731.50;7721.20;7728.20;1024
2019.08.23;7728.10;7736.20;7716.70;7730.90;1847
2019.08.23;7730.70;7740.20;7728.40;7735.40;1379
2019.08.23;7735.60;7737.00;7731.70;7732.50;889
2019.08.23;7732.40;7735.20;7730.60;7734.90;660
2019.08.23;7735.20;7739.10;7734.10;7737.10;614
2019.08.23;7737.20;7741.00;7736.00;7739.90;592
2019.08.23;7740.00;7744.00;7739.60;7742.20;543
2019.08.23;7742.40;7743.50;7739.50;7739.60;452
2019.08.23;7739.70;7740.90;7737.10;7738.20;323
2019.08.23;7738.50;7741.70;7738.00;7740.00;263
2019.08.23;7740.10;7743.00;7739.50;7742.00;216
2019.08.23;7742.20;7742.40;7739.90;7740.20;179
2019.08.23;7740.10;7741.10;7735.20;7736.50;285
2019.08.23;7736.60;7739.00;7736.00;7738.70;200
2019.08.23;7738.90;7742.10;7738.40;7740.20;352
2019.08.23;7740.10;7741.90;7737.70;7740.50;399
2019.08.23;7740.60;7745.50;7739.70;7745.00;514
2019.08.23;7744.90;7749.50;7742.70;7749.40;525
2019.08.23;7749.20;7753.90;7749.20;7752.40;772
2019.08.23;7752.20;7753.00;7749.60;7750.70;490
2019.08.23;7750.60;7751.50;7746.70;7749.20;462
2019.08.23;7749.40;7750.10;7742.20;7742.90;457
2019.08.23;7742.70;7748.40;7740.40;7747.10;1032
2019.08.23;7747.50;7753.20;7747.40;7748.90;1006
2019.08.23;7748.60;7748.60;7735.00;7737.10;1111
2019.08.23;7737.00;7743.70;7733.90;7736.00;894
2019.08.23;7736.10;7742.60;7733.40;7739.10;1078
2019.08.23;7739.20;7746.50;7738.00;7745.50;738
2019.08.23;7745.90;7750.70;7744.60;7746.70;733
2019.08.23;7746.90;7748.20;7741.50;7744.20;632
2019.08.23;7744.00;7749.70;7743.50;7745.10;733
2019.08.23;7745.00;7747.00;7739.40;7740.10;676
2019.08.23;7740.00;7744.60;7739.70;7743.00;690
2019.08.23;7743.20;7745.90;7735.50;7740.20;871
2019.08.23;7740.00;7743.90;7738.90;7739.70;725
2019.08.23;7739.50;7740.10;7735.10;7738.00;633
2019.08.23;7737.90;7737.90;7719.00;7725.70;1175
2019.08.23;7725.90;7727.20;7721.00;7726.50;915
2019.08.23;7726.40;7732.20;7725.70;7729.50;752
2019.08.23;7729.40;7732.40;7727.90;7730.10;646
2019.08.23;7730.20;7741.00;7723.70;7738.50;1060
2019.08.23;7738.40;7739.40;7733.20;7733.60;912
2019.08.23;7733.50;7733.50;7643.20;7663.20;3330
2019.08.23;7663.40;7669.00;7632.50;7646.40;2369
2019.08.23;7646.50;7660.50;7638.60;7646.10;2163
2019.08.23;7645.90;7669.70;7640.70;7662.90;2086
2019.08.23;7663.40;7664.90;7642.00;7643.00;1490
2019.08.23;7642.90;7659.20;7641.00;7655.40;1188
2019.08.23;7656.00;7666.40;7648.90;7659.20;3297
2019.08.23;7659.10;7661.90;7620.50;7646.60;2655
2019.08.23;7646.70;7689.10;7634.00;7671.90;4007
2019.08.23;7671.60;7688.20;7665.50;7676.00;3247
2019.08.23;7676.20;7724.00;7668.90;7705.70;3267
2019.08.23;7706.00;7716.50;7684.60;7690.70;2941
2019.08.23;7691.90;7699.40;7546.00;7569.60;4279
2019.08.23;7569.40;7598.70;7560.60;7565.10;3831
2019.08.23;7565.50;7573.00;7529.10;7550.40;3583
2019.08.23;7550.20;7550.70;7514.70;7515.00;3265
2019.08.23;7515.60;7532.90;7505.40;7532.40;3159
2019.08.23;7531.00;7539.60;7514.70;7516.20;2860
2019.08.23;7516.10;7542.00;7514.70;7527.40;2558
2019.08.23;7527.60;7527.60;7507.70;7522.10;2241
2019.08.23;7521.40;7521.50;7499.20;7520.00;2681
2019.08.23;7519.70;7519.70;7480.20;7483.00;2701
2019.08.23;7483.10;7502.10;7479.50;7494.00;2620
2019.08.23;7494.40;7511.00;7489.40;7501.70;2462
2019.08.23;7502.00;7502.20;7485.20;7485.60;2254
2019.08.23;7485.70;7494.20;7483.40;7490.90;1955
2019.08.23;7491.20;7498.40;7475.00;7475.50;2130
2019.08.23;7475.40;7487.00;7469.20;7484.70;2465
2019.08.23;7484.90;7501.40;7468.70;7478.50;2582
2019.08.23;7478.20;7490.40;7471.90;7474.50;2385
2019.08.23;7475.00;7478.90;7466.60;7468.90;2397
2019.08.23;7469.00;7478.50;7440.20;7466.50;3047
2019.08.23;7466.20;7505.40;7466.20;7496.40;2678
2019.08.23;7490.60;7493.20;7481.60;7481.60;469
2019.08.23;7480.20;7484.50;7470.40;7484.40;598
2019.08.26;7404.00;7406.90;7349.90;7385.10;1961
2019.08.26;7384.00;7393.00;7365.10;7367.40;1029
2019.08.26;7367.50;7393.40;7366.90;7391.20;1043
2019.08.26;7391.40;7392.90;7379.20;7392.70;615
2019.08.26;7392.90;7406.20;7392.90;7400.90;640
2019.08.26;7401.50;7410.10;7383.60;7403.70;765
2019.08.26;7403.00;7409.20;7391.20;7399.40;636
2019.08.26;7399.70;7408.10;7394.60;7404.00;1045
2019.08.26;7404.50;7419.60;7400.20;7418.40;1734
2019.08.26;7417.90;7437.50;7417.10;7436.10;1753
2019.08.26;7436.00;7438.70;7416.10;7418.00;1718
2019.08.26;7418.10;7422.70;7396.90;7407.10;1965
2019.08.26;7407.60;7430.20;7404.90;7419.20;1953
2019.08.26;7419.50;7435.20;7417.50;7421.50;1976
2019.08.26;7421.40;7437.90;7419.60;7428.10;1514
2019.08.26;7428.70;7432.90;7419.60;7428.40;1038
2019.08.26;7428.00;7432.50;7422.50;7428.10;862
2019.08.26;7427.70;7434.60;7422.90;7430.60;881
2019.08.26;7430.40;7437.00;7427.40;7436.90;730
2019.08.26;7437.00;7465.10;7435.00;7459.60;1811
2019.08.26;7459.40;7460.40;7446.70;7458.60;1000
2019.08.26;7458.50;7467.90;7455.00;7457.50;846
2019.08.26;7456.90;7460.10;7453.90;7454.90;622
2019.08.26;7454.60;7462.40;7451.60;7458.90;551
2019.08.26;7459.10;7461.70;7444.60;7449.20;744
2019.08.26;7449.40;7449.70;7441.90;7442.50;657
2019.08.26;7442.60;7457.10;7442.60;7452.40;613
2019.08.26;7452.10;7455.50;7432.60;7435.50;799
2019.08.26;7435.60;7438.20;7421.90;7433.40;1119
2019.08.26;7433.10;7435.90;7424.10;7425.70;931
2019.08.26;7426.10;7434.40;7425.60;7431.10;961
2019.08.26;7431.00;7437.00;7424.20;7430.60;1236
2019.08.26;7429.90;7453.00;7429.10;7448.10;1806
2019.08.26;7447.90;7460.60;7444.50;7458.50;1092
2019.08.26;7458.40;7458.40;7439.20;7441.40;911
2019.08.26;7441.60;7518.20;7436.60;7508.70;1851
2019.08.26;7508.90;7578.20;7506.70;7556.50;3649
2019.08.26;7556.40;7587.60;7517.00;7525.60;3248
2019.08.26;7526.00;7566.40;7524.90;7553.00;1970
2019.08.26;7552.90;7557.10;7537.00;7546.50;1472
2019.08.26;7546.40;7556.60;7532.00;7553.40;1900
2019.08.26;7553.60;7572.00;7552.90;7553.70;1584
2019.08.26;7553.90;7596.40;7553.50;7586.40;1760
2019.08.26;7587.40;7591.60;7574.90;7590.70;1518
2019.08.26;7591.00;7591.60;7576.40;7585.40;1412
2019.08.26;7584.90;7584.90;7570.90;7574.90;1320
2019.08.26;7575.20;7618.00;7569.10;7605.00;2110
2019.08.26;7604.50;7612.50;7538.40;7558.40;2497
2019.08.26;7557.50;7576.90;7546.10;7573.90;1781
2019.08.26;7573.60;7585.40;7561.90;7565.60;1358
2019.08.26;7565.70;7571.90;7549.00;7571.40;1180
2019.08.26;7570.70;7572.90;7552.10;7555.60;1503
2019.08.26;7553.70;7558.10;7547.40;7549.60;1201
2019.08.26;7549.90;7563.90;7546.40;7562.70;1102
2019.08.26;7562.60;7574.40;7556.90;7570.60;1283
2019.08.26;7570.50;7570.50;7550.10;7551.10;1190
2019.08.26;7551.00;7553.40;7538.20;7540.50;1306
2019.08.26;7539.90;7546.00;7528.60;7543.00;1283
2019.08.26;7542.90;7557.20;7538.50;7554.60;1745
2019.08.26;7554.70;7574.60;7541.90;7563.00;1779
2019.08.26;7562.20;7563.20;7551.40;7556.00;1800
2019.08.26;7555.90;7561.60;7546.60;7548.60;1439
2019.08.26;7548.90;7558.70;7527.50;7531.00;4974
2019.08.26;7531.20;7542.20;7519.00;7540.70;3559
2019.08.26;7540.90;7551.50;7507.50;7517.20;3211
2019.08.26;7517.50;7526.20;7504.00;7521.70;3435
2019.08.26;7522.20;7531.20;7508.70;7528.90;3818
2019.08.26;7528.60;7544.60;7521.00;7532.20;3778
2019.08.26;7532.50;7561.40;7527.50;7555.00;3225
2019.08.26;7554.70;7558.70;7540.20;7548.10;3064
2019.08.26;7547.90;7555.20;7535.00;7535.50;2922
2019.08.26;7536.20;7545.20;7530.40;7543.40;2374
2019.08.26;7543.50;7554.20;7539.00;7547.90;1773
2019.08.26;7548.20;7575.40;7541.70;7564.70;2298
2019.08.26;7565.00;7567.20;7554.90;7559.00;2085
2019.08.26;7559.20;7566.50;7555.20;7560.70;1823
2019.08.26;7561.20;7569.20;7554.20;7554.40;1994
2019.08.26;7554.60;7557.70;7551.20;7556.00;1378
2019.08.26;7556.20;7556.70;7546.00;7551.50;1557
2019.08.26;7551.70;7556.00;7546.20;7552.20;1264
2019.08.26;7552.00;7553.20;7533.70;7536.10;1791
2019.08.26;7536.20;7543.00;7534.70;7539.10;1691
2019.08.26;7539.20;7550.00;7536.90;7546.00;1678
2019.08.26;7545.70;7549.40;7541.00;7548.50;1357
2019.08.26;7548.20;7564.10;7544.20;7552.00;2268
2019.08.26;7551.70;7559.00;7547.70;7548.00;1731
2019.08.26;7548.20;7557.00;7539.70;7539.70;1653
2019.08.26;7540.00;7576.40;7539.90;7576.40;2138
2019.08.26;7576.20;7592.20;7573.20;7583.20;1875
2019.08.26;7582.60;7586.70;7581.20;7584.10;303
2019.08.26;7583.90;7586.20;7581.20;7581.70;294
2019.08.27;7583.30;7589.80;7580.80;7589.80;348
2019.08.27;7589.60;7589.60;7586.10;7586.80;225
2019.08.27;7586.70;7587.30;7575.30;7577.60;438
2019.08.27;7577.30;7579.90;7577.10;7577.10;203
2019.08.27;7577.30;7578.30;7573.60;7575.30;272
2019.08.27;7574.80;7574.80;7569.20;7571.30;299
2019.08.27;7571.10;7578.30;7569.60;7572.80;434
2019.08.27;7572.30;7573.10;7564.90;7565.90;693
2019.08.27;7565.80;7572.60;7560.90;7563.40;1401
2019.08.27;7563.30;7570.90;7562.20;7569.40;990
2019.08.27;7569.60;7576.10;7569.10;7575.40;784
2019.08.27;7575.30;7575.70;7570.60;7572.60;604
2019.08.27;7572.40;7584.30;7571.20;7582.10;1144
2019.08.27;7581.90;7598.70;7581.90;7588.30;1544
2019.08.27;7588.20;7594.10;7581.20;7584.30;1432
2019.08.27;7584.10;7590.60;7581.70;7584.60;791
2019.08.27;7584.80;7586.70;7577.90;7586.30;842
2019.08.27;7586.60;7589.70;7578.90;7583.10;791
2019.08.27;7583.20;7592.30;7583.20;7591.80;766
2019.08.27;7591.70;7601.30;7590.90;7599.30;748
2019.08.27;7599.60;7601.10;7595.10;7596.30;521
2019.08.27;7596.10;7597.80;7589.20;7590.80;495
2019.08.27;7590.90;7593.30;7586.10;7586.60;381
2019.08.27;7586.70;7588.80;7583.30;7585.90;403
2019.08.27;7586.10;7587.60;7580.70;7582.60;331
2019.08.27;7582.80;7588.60;7581.80;7585.80;361
2019.08.27;7585.70;7587.30;7584.30;7584.80;279
2019.08.27;7584.70;7587.40;7584.20;7586.60;183
2019.08.27;7586.40;7586.90;7567.80;7572.30;800
2019.08.27;7572.10;7573.60;7570.10;7573.30;498
2019.08.27;7572.80;7578.80;7563.60;7566.80;820
2019.08.27;7566.30;7570.30;7563.30;7567.80;706
2019.08.27;7566.60;7566.60;7549.30;7558.20;1294
2019.08.27;7557.90;7568.40;7556.10;7564.10;1341
2019.08.27;7564.20;7574.60;7555.80;7570.80;1353
2019.08.27;7570.40;7582.70;7561.30;7565.10;1385
2019.08.27;7564.60;7564.60;7542.30;7549.60;1889
2019.08.27;7550.10;7556.10;7540.90;7548.20;1451
2019.08.27;7548.40;7556.10;7546.30;7551.10;1076
2019.08.27;7551.60;7560.10;7547.80;7557.80;1201
2019.08.27;7558.10;7573.30;7545.30;7570.10;1621
2019.08.27;7569.90;7570.40;7558.60;7559.30;1374
2019.08.27;7559.60;7560.10;7546.60;7551.90;1128
2019.08.27;7551.80;7557.60;7547.80;7556.60;966
2019.08.27;7556.40;7596.10;7555.30;7576.10;1886
2019.08.27;7576.30;7579.80;7565.10;7568.60;1245
2019.08.27;7568.70;7585.60;7568.70;7582.30;1225
2019.08.27;7582.10;7583.80;7576.30;7578.20;960
2019.08.27;7578.60;7596.70;7577.40;7594.10;1321
2019.08.27;7594.30;7594.90;7583.30;7587.60;930
2019.08.27;7587.40;7596.80;7584.80;7591.80;892
2019.08.27;7591.60;7594.80;7583.10;7586.70;903
2019.08.27;7586.40;7609.60;7585.90;7600.80;1245
2019.08.27;7600.70;7609.60;7599.10;7600.80;947
2019.08.27;7600.90;7604.60;7596.70;7600.30;901
2019.08.27;7600.40;7601.10;7596.70;7600.30;808
2019.08.27;7600.10;7606.30;7597.10;7602.10;797
2019.08.27;7602.30;7631.80;7600.20;7619.80;1390
2019.08.27;7620.80;7623.10;7613.20;7622.60;1173
2019.08.27;7622.90;7628.20;7619.60;7626.80;1141
2019.08.27;7626.70;7637.90;7622.20;7632.30;1391
2019.08.27;7632.20;7633.90;7626.40;7626.70;1150
2019.08.27;7628.20;7634.90;7611.70;7620.10;3823
2019.08.27;7620.20;7641.90;7612.80;7622.60;3494
2019.08.27;7622.70;7632.10;7615.70;7619.20;3343
2019.08.27;7619.40;7628.40;7605.10;7607.70;3005
2019.08.27;7607.20;7617.40;7605.70;7616.40;2471
2019.08.27;7616.20;7619.40;7597.20;7598.80;2532
2019.08.27;7598.90;7606.30;7584.40;7587.30;2462
2019.08.27;7587.20;7588.80;7554.90;7563.40;3154
2019.08.27;7563.20;7583.40;7561.40;7580.40;2483
2019.08.27;7580.60;7587.40;7567.70;7571.90;2413
2019.08.27;7572.20;7579.40;7557.70;7569.30;2487
2019.08.27;7569.20;7572.20;7561.80;7566.30;2336
2019.08.27;7566.40;7571.40;7540.90;7549.80;2868
2019.08.27;7549.90;7555.40;7534.90;7537.90;2452
2019.08.27;7537.20;7549.80;7530.70;7540.20;2154
2019.08.27;7539.70;7551.70;7532.40;7551.20;2079
2019.08.27;7551.40;7580.90;7545.90;7575.20;2694
2019.08.27;7574.90;7577.90;7566.70;7573.60;2160
2019.08.27;7573.70;7580.40;7554.70;7556.10;2334
2019.08.27;7555.90;7563.70;7551.90;7559.10;1719
2019.08.27;7558.80;7566.20;7550.40;7563.20;2108
2019.08.27;7562.70;7586.70;7557.20;7582.90;2319
2019.08.27;7583.70;7600.90;7574.80;7578.20;2471
2019.08.27;7577.90;7579.90;7564.20;7565.10;2019
2019.08.27;7564.90;7578.90;7558.30;7568.40;2173
2019.08.27;7568.60;7582.20;7559.20;7564.60;2978
2019.08.27;7564.10;7564.10;7548.90;7555.90;1656
2019.08.27;7557.10;7557.10;7545.10;7554.30;582
2019.08.27;7553.20;7559.20;7553.20;7558.70;335
2019.08.28;7559.70;7567.10;7557.80;7566.20;494
2019.08.28;7566.30;7566.70;7564.10;7565.90;235
2019.08.28;7566.10;7579.20;7565.80;7578.60;482
2019.08.28;7578.70;7579.40;7574.90;7577.10;324
2019.08.28;7576.80;7578.70;7574.10;7576.30;275
2019.08.28;7576.10;7581.10;7576.10;7579.60;260
2019.08.28;7579.70;7580.20;7577.10;7579.70;280
2019.08.28;7579.80;7584.70;7579.30;7581.20;593
2019.08.28;7581.10;7591.10;7580.60;7584.30;1279
2019.08.28;7584.20;7587.70;7575.40;7578.60;1122
2019.08.28;7578.40;7578.40;7565.80;7568.40;1094
2019.08.28;7568.70;7576.60;7567.10;7576.30;887
2019.08.28;7576.10;7580.70;7571.30;7578.20;940
2019.08.28;7578.40;7593.70;7574.70;7588.40;1763
2019.08.28;7588.20;7592.10;7580.10;7582.90;1500
2019.08.28;7582.80;7583.20;7572.40;7577.80;1112
2019.08.28;7577.70;7588.90;7576.70;7585.20;1174
2019.08.28;7584.90;7587.90;7579.20;7580.90;975
2019.08.28;7580.80;7580.90;7575.90;7579.90;1110
2019.08.28;7579.70;7587.30;7579.40;7581.20;965
2019.08.28;7581.10;7584.80;7575.70;7580.80;939
2019.08.28;7580.70;7584.20;7580.70;7581.80;703
2019.08.28;7581.90;7586.60;7580.70;7584.20;567
2019.08.28;7583.80;7586.70;7582.90;7585.20;411
2019.08.28;7585.10;7589.70;7584.90;7586.90;375
2019.08.28;7586.70;7586.80;7579.90;7581.20;388
2019.08.28;7581.10;7583.10;7579.30;7582.40;303
2019.08.28;7582.70;7587.90;7581.60;7584.10;418
2019.08.28;7583.90;7585.40;7579.70;7581.90;458
2019.08.28;7581.80;7584.20;7579.90;7582.20;426
2019.08.28;7582.30;7587.80;7581.70;7587.70;603
2019.08.28;7587.80;7587.90;7583.30;7587.10;668
2019.08.28;7587.20;7590.40;7584.20;7584.20;688
2019.08.28;7584.40;7585.60;7581.20;7581.80;585
2019.08.28;7581.90;7584.30;7579.70;7582.70;514
2019.08.28;7582.60;7585.80;7581.40;7581.70;523
2019.08.28;7581.90;7581.90;7559.90;7562.30;1965
2019.08.28;7562.40;7574.60;7552.30;7571.80;1607
2019.08.28;7571.90;7571.90;7561.90;7563.20;1386
2019.08.28;7563.10;7567.60;7558.30;7567.60;1380
2019.08.28;7567.40;7585.60;7560.40;7577.80;1824
2019.08.28;7577.90;7582.40;7575.40;7580.90;1244
2019.08.28;7581.10;7588.60;7543.40;7549.70;2360
2019.08.28;7549.30;7564.30;7546.40;7559.80;1782
2019.08.28;7559.70;7572.10;7559.70;7563.10;1182
2019.08.28;7562.90;7577.10;7561.80;7566.20;1009
2019.08.28;7566.60;7569.10;7554.40;7558.70;1060
2019.08.28;7558.80;7566.10;7553.70;7564.80;968
2019.08.28;7564.60;7577.30;7563.60;7569.30;1047
2019.08.28;7569.80;7571.60;7550.60;7561.10;1286
2019.08.28;7560.80;7567.70;7557.40;7560.10;852
2019.08.28;7559.60;7563.70;7555.60;7559.10;756
2019.08.28;7559.30;7562.70;7551.70;7553.80;844
2019.08.28;7553.70;7555.80;7540.60;7540.80;1138
2019.08.28;7540.60;7544.10;7529.20;7540.90;1702
2019.08.28;7541.10;7545.60;7532.90;7537.60;1205
2019.08.28;7537.30;7539.60;7514.60;7528.80;2259
2019.08.28;7529.10;7534.70;7518.30;7518.40;1447
2019.08.28;7518.30;7536.60;7517.30;7535.10;1566
2019.08.28;7535.20;7541.10;7531.10;7538.20;1206
2019.08.28;7538.10;7557.10;7535.60;7541.80;1757
2019.08.28;7541.90;7543.60;7529.10;7534.60;1441
2019.08.28;7535.10;7545.70;7497.80;7525.70;4719
2019.08.28;7525.60;7550.90;7519.90;7543.60;3724
2019.08.28;7543.40;7564.90;7536.70;7552.40;3474
2019.08.28;7552.60;7556.70;7536.70;7543.40;2736
2019.08.28;7543.10;7575.70;7542.60;7570.40;3317
2019.08.28;7570.70;7575.40;7563.40;7566.20;2620
2019.08.28;7566.10;7568.10;7550.90;7557.70;2418
2019.08.28;7557.80;7582.90;7552.80;7581.20;2917
2019.08.28;7580.60;7589.90;7576.90;7586.20;2544
2019.08.28;7586.70;7592.90;7582.20;7584.30;2151
2019.08.28;7584.20;7585.90;7575.60;7576.40;1471
2019.08.28;7576.80;7587.20;7575.70;7576.70;1535
2019.08.28;7576.90;7581.40;7569.90;7570.20;1557
2019.08.28;7570.30;7584.90;7569.70;7584.20;1688
2019.08.28;7584.30;7584.70;7559.70;7564.10;1780
2019.08.28;7563.90;7573.70;7561.90;7571.30;1583
2019.08.28;7571.40;7580.90;7566.10;7578.70;1470
2019.08.28;7578.90;7582.90;7572.10;7575.20;1374
2019.08.28;7574.90;7579.30;7570.80;7570.90;1370
2019.08.28;7571.10;7575.70;7568.80;7572.70;1234
2019.08.28;7572.90;7584.90;7571.20;7579.10;1347
2019.08.28;7579.20;7592.70;7578.70;7590.60;1477
2019.08.28;7590.20;7591.40;7584.90;7588.20;1341
2019.08.28;7587.70;7599.10;7583.20;7584.10;1767
2019.08.28;7583.90;7586.90;7575.70;7582.10;1766
2019.08.28;7581.90;7589.40;7580.90;7586.90;2013
2019.08.28;7586.80;7593.10;7584.20;7591.40;1016
2019.08.28;7589.70;7589.70;7578.60;7583.30;392
2019.08.28;7583.40;7584.70;7567.10;7574.60;599
2019.08.29;7577.10;7581.10;7569.70;7579.00;462
2019.08.29;7578.60;7584.40;7578.10;7582.50;362
2019.08.29;7582.40;7584.90;7577.60;7578.40;310
2019.08.29;7578.90;7582.70;7578.60;7580.60;168
2019.08.29;7580.50;7580.50;7571.90;7573.90;302
2019.08.29;7573.60;7579.50;7573.60;7576.40;241
